1	-88.990553
-1	-131.654870
1	-142.193444
1	115.473665
1	21.649485
1	-162.380094
1	91.870605
1	-126.222587
1	67.236253
1	21.940371
1	-151.354462
1	-151.617782
1	-146.620605
1	-146.179563
-1	-150.576813
1	-113.587444
-1	-125.442393
1	-96.742951
-1	-105.489445
1	-107.605314
1	-129.678963
1	-115.477439
-1	-90.746585
1	74.640862
-1	-135.931847
-1	-121.016892
1	-59.697059
1	-24.738151
1	-120.027436
1	-105.402625
1	-177.593513
-1	-139.382185
-1	-155.245346
1	363.600681
-1	-191.074843
-1	-151.341665
-1	-99.082706
1	-104.577397
-1	-165.761147
1	-119.135203
1	-105.679633
-1	-107.597778
1	-114.617253
-1	-97.764013
1	-186.491078
1	-72.432244
-1	-141.155005
-1	-128.989313
1	-41.149703
-1	-93.878227
1	-111.360562
1	213.084861
-1	-81.203337
1	109.874250
1	455.071650
-1	-88.499190
-1	-114.533881
-1	-83.807063
1	-148.553565
1	128.189463
1	-54.893631
-1	-196.164006
1	-43.146992
1	-97.228866
-1	-123.289853
-1	-91.352506
-1	-178.619230
1	-129.576873
1	-84.689863
-1	-79.111220
-1	-45.694629
1	-173.644672
-1	-45.526545
1	209.638233
-1	-55.470166
-1	-117.538940
-1	-156.406756
1	-76.066949
1	-92.340429
1	-120.434709
-1	-92.916870
1	-90.221337
-1	-85.010624
1	-107.278360
-1	-262.863671
1	-173.324533
-1	-28.603141
1	-116.235056
-1	-98.858181
-1	-138.769233
-1	-151.945248
-1	-116.990060
1	45.344332
-1	-105.014147
-1	-101.296295
1	-59.134045
-1	-50.904575
-1	-110.512351
1	-105.014564
1	-54.330767
-1	-117.502021
1	-129.659388
1	-17.702884
1	-87.454453
1	-140.162048
1	-129.931688
1	-4.955393
1	-106.798001
1	-150.618059
-1	-143.634215
-1	-126.309076
1	-42.200514
1	-133.902724
-1	-125.480340
1	-129.531627
1	167.069819
1	-88.611548
1	-79.338606
1	-113.309197
1	-104.845799
1	49.619597
1	-169.858113
1	-87.770452
1	-66.061160
-1	-41.212481
1	9.271637
-1	-28.533618
1	-135.187200
-1	-126.962429
1	115.957229
-1	-146.611842
1	-15.211871
1	-84.404974
-1	-94.858952
1	152.727140
1	-146.721348
1	81.893200
1	-56.874198
1	139.136389
-1	-166.178314
1	13.179705
-1	-64.960409
-1	-119.565542
1	-94.652693
1	-142.957135
-1	-68.845639
-1	-18.167111
1	-133.600365
1	-49.133773
-1	-120.911963
1	85.861168
1	-92.985346
1	36.309553
1	-133.195570
1	-1.527107
-1	-43.584274
1	-147.826289
-1	-216.310431
-1	-36.992788
1	-164.299019
-1	-185.547666
1	-159.821296
1	32.088570
1	-129.495957
1	-103.321186
1	-112.534194
1	-98.405002
1	-185.888665
-1	-77.237006
-1	-140.552455
-1	-106.830991
-1	-139.299945
-1	-132.725848
1	-62.534441
1	-178.451221
-1	-185.097776
1	-177.227741
1	-125.202311
-1	-153.555435
1	-161.181553
1	-132.154695
-1	-44.804355
-1	-114.468352
1	239.788018
1	-75.924873
-1	-35.719258
-1	-185.393622
-1	-111.852593
1	-184.719233
1	-66.102979
1	-82.593077
-1	-174.178284
1	-32.949791
1	273.350606
1	-40.463718
-1	-136.859507
-1	-59.842778
1	-50.694063
1	-99.680003
1	-69.507086
-1	-166.279293
-1	-176.191185
1	-65.721594
-1	-77.173596
1	155.810790
-1	-115.519233
1	50.180568
1	-128.300682
1	-77.399123
-1	-130.355662
-1	-124.191089
1	-96.461379
1	245.293896
1	-227.511995
1	-96.507369
1	52.050110
1	-121.783536
-1	-149.597574
1	-85.911071
1	-14.766052
1	-155.807867
1	-163.941529
-1	-136.818110
1	-147.324432
1	-111.777300
-1	-88.642644
-1	-55.469231
-1	-87.100006
-1	-145.298280
1	-79.423827
1	-53.193643
