1	-65.361948
1	116.713313
-1	-104.056258
1	-104.786795
1	-120.783721
1	-124.246484
1	-3.068227
1	6.794296
1	-64.329092
1	156.490161
1	243.818499
-1	10.918423
1	64.112045
-1	-150.441418
1	26.955502
1	156.227400
1	-49.448883
-1	-165.156659
1	-2.965749
1	-133.879563
1	-41.762972
-1	-193.266849
-1	-155.194213
1	-48.444623
1	177.497493
1	-17.384312
1	263.874419
1	91.562170
-1	-124.768435
1	-57.039850
1	-107.979318
1	-4.457438
1	-123.725301
-1	-66.293384
1	-155.182229
1	194.030563
1	45.415364
1	-146.913477
1	150.979346
-1	-21.408469
1	-174.135565
1	149.619864
1	73.708740
1	79.172703
1	45.049361
-1	-81.661269
1	-160.159795
1	-63.415965
1	-79.166488
1	-10.064720
-1	-158.692588
-1	-109.999708
1	295.579462
1	0.841171
1	141.599547
-1	-25.438945
-1	-278.313739
-1	33.942954
1	-50.615324
1	-70.318122
-1	-147.037404
1	-152.712717
-1	-22.433461
1	197.792957
1	-165.081475
1	83.866498
1	-168.381787
1	220.917254
1	28.885435
-1	-162.280145
1	-92.967947
-1	-206.460193
-1	-127.550604
-1	-139.723407
1	91.043033
1	135.880138
1	29.066993
1	117.324701
1	454.728626
-1	-176.560120
1	7.224895
1	56.846314
1	18.113856
-1	-275.342052
1	-45.874969
-1	-63.064513
-1	-96.725543
-1	-81.984112
-1	-118.995472
1	-29.610696
1	278.719827
-1	-175.709792
-1	-62.585903
1	-42.818885
1	-116.889276
1	176.115373
1	161.460073
1	329.488957
-1	-101.614881
1	-9.959961
1	37.602354
1	-150.396686
-1	-156.874164
1	-13.228705
1	96.858484
1	206.429168
1	-141.284086
1	-140.425926
1	-82.183789
1	90.945863
1	46.892144
1	-81.393772
1	-105.048682
-1	-101.586926
1	-36.071161
-1	-34.598033
1	-95.506050
-1	-172.018513
-1	-98.913247
1	173.920829
1	79.051269
1	-160.966153
1	-141.644035
-1	18.497801
-1	-40.792846
1	-55.775561
1	-97.501733
1	-74.018862
1	229.191091
1	-157.056718
1	-134.844475
1	-79.139242
-1	-17.106692
1	-96.933981
-1	38.273208
1	-69.461384
1	108.665776
-1	-132.225797
1	-96.940882
1	-29.894672
-1	-63.313500
1	94.298873
-1	-22.496990
1	-146.575961
1	-171.148020
1	-125.756791
1	71.247381
1	95.732534
-1	62.854578
-1	9.785676
-1	75.633791
-1	-53.454929
1	-62.706881
1	180.049726
1	51.671259
1	185.845890
1	91.238057
1	7.438106
-1	-57.836658
-1	-75.761200
1	98.251702
1	51.043409
1	-137.586341
1	-236.539062
1	73.246371
1	12.916791
1	220.894207
1	112.698161
1	-90.282868
1	42.871120
1	-166.726451
1	-80.568077
1	39.514741
1	-83.780779
-1	-158.396912
-1	-176.738459
-1	-74.486157
1	-3.404995
-1	-95.459649
1	-106.390461
1	-175.491265
1	-129.050318
1	-11.234102
1	-34.114195
1	-111.379022
1	6.192944
-1	-63.884829
1	233.437504
-1	-91.138929
-1	-101.792534
1	-91.429989
1	66.366422
1	167.696169
-1	-97.192363
-1	-122.194522
-1	-110.786961
-1	-84.396503
-1	-12.542477
1	-227.801118
-1	-215.714416
-1	-31.530817
1	231.122634
-1	-62.618471
1	-139.813948
-1	-205.935912
1	87.616506
1	25.802834
1	2.203161
1	-106.083879
-1	-156.660700
-1	-56.007272
1	351.603911
1	116.302075
-1	-169.766489
1	-104.715976
-1	-106.784379
1	-25.446831
1	-15.556486
1	208.437740
-1	-112.005990
-1	-29.666884
1	-164.903953
1	-87.291046
1	191.699186
1	54.567197
1	-48.835463
1	203.385403
1	279.830137
1	48.054344
1	345.137241
-1	-185.843561
1	-212.661221
1	251.558749
1	-0.136114
1	-193.761630
1	-63.610946
1	-97.335095
-1	-86.269931
1	-53.800030
-1	-70.123772
1	-136.198323
-1	-144.428450
1	66.075331
1	197.710598
1	-17.136863
1	110.613051
1	166.819768
1	255.493526
1	-73.387878
1	48.339146
1	-49.270919
1	-46.482133
1	180.870520
-1	-88.067779
1	-153.861593
1	-68.829710
-1	-101.910258
-1	-120.713806
1	-59.898611
1	-110.302771
1	-151.987075
-1	-172.775973
-1	-104.083804
1	359.942183
1	-126.220432
-1	-89.143292
-1	-135.679772
-1	-187.129926
-1	-113.813708
1	-129.325632
1	-29.134864
1	259.688012
-1	-112.315567
1	-104.538671
1	226.460753
1	156.266996
-1	-80.595321
-1	-80.870853
1	-32.185026
1	-76.622871
1	-90.013211
1	57.765035
1	137.356029
1	134.446259
1	-147.899790
1	50.535073
1	231.817325
-1	47.353983
-1	-112.566466
1	82.787935
-1	-97.869797
-1	-112.831484
1	-37.313009
1	-109.208021
1	-128.785359
-1	-139.196629
1	-157.451418
1	-142.472064
1	-38.277838
1	-119.689649
1	-8.043218
-1	-184.560922
1	-155.784306
-1	-105.318915
1	-13.593715
1	72.860780
1	-81.178305
-1	-138.616916
1	-43.063093
-1	-96.828921
1	-102.421344
1	-90.162037
1	-95.476906
1	-114.877540
-1	-78.968170
1	257.082895
1	42.150617
-1	-73.202626
1	17.363328
1	174.935171
1	-84.732588
1	8.573366
-1	7.346064
1	-233.202384
1	-110.696436
-1	-165.210106
-1	-54.260288
1	37.881403
-1	-172.913489
-1	-50.589970
1	-21.477191
1	-106.541751
-1	-155.225774
1	173.542611
1	80.797744
1	77.091390
1	108.430690
-1	-90.334302
-1	-141.478948
-1	-171.750170
1	-46.708763
-1	-127.556872
1	234.960537
-1	-104.477762
-1	-78.763235
1	-173.164933
-1	-133.993925
-1	-119.726796
1	184.511110
1	-199.602723
1	45.312685
1	464.437044
1	105.770254
1	-79.045928
1	22.389008
1	-28.754881
1	16.361344
-1	30.220811
-1	-27.914579
1	136.933977
1	-243.194212
-1	-133.343571
-1	-156.349840
-1	-109.078775
1	-22.149279
1	168.200996
1	40.083507
1	14.469729
1	-59.449109
1	-89.553348
1	-44.797519
-1	-257.443292
1	-126.173184
1	-88.100894
1	73.326953
1	-33.885560
1	-68.302661
-1	-61.740544
-1	-77.748041
1	240.055322
-1	-58.232123
1	78.961293
-1	-75.095655
-1	-110.791474
-1	-87.004507
1	293.647388
-1	-244.265768
-1	-94.731015
1	201.915000
1	115.145345
1	262.146619
1	45.366433
-1	-75.766359
1	-109.330587
1	-156.830881
-1	-118.220297
1	1.961748
1	61.347276
-1	-99.943523
-1	-91.511747
1	-98.896243
1	123.778656
1	26.998696
-1	-67.940017
-1	-77.862389
-1	-94.743199
1	-208.852299
